Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2016,2016,2016,6,1,1,Import,108,Burundi,BDI,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,6405,,,,388487,,1318266,,,0
H4,2016,2016,2016,6,1,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,906,,,,142198,,1217500,,,0
H4,2016,2016,2016,6,1,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1238,,,,1083533,,3958842,,,0
H4,2016,2016,2016,6,1,1,Import,120,Cameroon,CMR,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,321,,,,1640728,,2684377,,,2
H4,2016,2016,2016,6,1,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,71266,,,,,,396126193,,,0
H4,2016,2016,2016,6,1,1,Import,132,Cabo Verde,CPV,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,145,,,,120753,,1214926,,,2
H4,2016,2016,2016,6,1,1,Import,140,Central African Rep.,CAF,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,86,,,,24265,,716566,,,2
H4,2016,2016,2016,6,1,1,Import,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,69829,,,,22153914,,212025368,,,4
H4,2016,2016,2016,6,1,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,11685,,,,6439174,,60289678,,,4
H4,2016,2016,2016,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,23109,,,,26951621,,257942111,,,4
H4,2016,2016,2016,6,1,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,15704,,,,8766267,,54136011,,,0
H4,2016,2016,2016,6,1,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,2214,,,,2272310,,19505421,,,2
H4,2016,2016,2016,6,1,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,7630,,,,8260218,,70480309,,,0
H4,2016,2016,2016,6,1,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,4097,,,,,,14802910,,,4
H4,2016,2016,2016,6,1,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,12808,,,,11898450,,98407848,,,0
H4,2016,2016,2016,6,1,1,Import,204,Benin,BEN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,110,,,,92499,,916120,,,2
H4,2016,2016,2016,6,1,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,45685,,,,44582514,,383489345,,,0
H4,2016,2016,2016,6,1,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1488,,,,1298926,,12431450,,,6
H4,2016,2016,2016,6,1,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,2274,,,,2482681,,19205492,,,0
H4,2016,2016,2016,6,1,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,433,,,,719689,,3817791,,,2
H4,2016,2016,2016,6,1,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1968,,,,1358981,,13485215,,,0
H4,2016,2016,2016,6,1,1,Import,242,Fiji,FJI,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,121,,,,58366,,558593,,,4
H4,2016,2016,2016,6,1,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,15618,,,,13772625,,163829004,,,0
H4,2016,2016,2016,6,1,1,Import,251,France,FRA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,261210,,,,241172439,,2182654226,,,2
H4,2016,2016,2016,6,1,1,Import,268,Georgia,GEO,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1255,,,,7821,,2712307,,,4
H4,2016,2016,2016,6,1,1,Import,275,State of Palestine,PSE,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,24,,,,21364,,204469,,,6
H4,2016,2016,2016,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,244011,,,,207865164,,2090653554,,,6
H4,2016,2016,2016,6,1,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,5183,,,,11153990,,43309936,,,2
H4,2016,2016,2016,6,1,1,Import,296,Kiribati,KIR,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,175,,,,14097,,134916,,,4
H4,2016,2016,2016,6,1,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,22861,,,,10254852,,83496599,,,0
H4,2016,2016,2016,6,1,1,Import,304,Greenland,GRL,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,88,,,,71420,,779556,,,2
H4,2016,2016,2016,6,1,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1306,,,,2062131,,10915526,,,2
H4,2016,2016,2016,6,1,1,Import,340,Honduras,HND,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,590,,,,815183,,4931252,,,2
H4,2016,2016,2016,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,679,,,,748646,,7009542,,,4
H4,2016,2016,2016,6,1,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,7396,,,,6160761,,84591235,,,0
H4,2016,2016,2016,6,1,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,256436,,,,2480343,,25674814,,,2
H4,2016,2016,2016,6,1,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,618,,,,958138,,5163056,,,2
H4,2016,2016,2016,6,1,1,Import,364,Iran,IRN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1,,,,1195,,11029,,,2
H4,2016,2016,2016,6,1,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,9723,,,,9240932,,85630789,,,2
H4,2016,2016,2016,6,1,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,21957,,,,21726314,,207933000,,,4
H4,2016,2016,2016,6,1,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,195798,,,,206897649,,1791476217,,,0
H4,2016,2016,2016,6,1,1,Import,384,Côte d'Ivoire,CIV,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,187,,,,395444,,1654458,,,2
H4,2016,2016,2016,6,1,1,Import,388,Jamaica,JAM,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,702,,,,1318759,,5865838,,,2
H4,2016,2016,2016,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,18411,,,,25352433,,242636988,,,4
H4,2016,2016,2016,6,1,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,533,,,,244863,,2027111,,,0
H4,2016,2016,2016,6,1,1,Import,400,Jordan,JOR,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,764,,,,1069,,6386042,,,2
H4,2016,2016,2016,6,1,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1142,,,,787034,,9545315,,,2
H4,2016,2016,2016,6,1,1,Import,414,Kuwait,KWT,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,846,,,,1262710,,14017118,,,0
H4,2016,2016,2016,6,1,1,Import,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,31,,,,633654,,435879,,,0
H4,2016,2016,2016,6,1,1,Import,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,159,,,,138555,,1326048,,,6
H4,2016,2016,2016,6,1,1,Import,422,Lebanon,LBN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,545,,,,375074,,4555205,,,2
H4,2016,2016,2016,6,1,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1766,,,,1185195,,10821385,,,0
H4,2016,2016,2016,6,1,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1971,,,,1143429,,7634518,,,0
H4,2016,2016,2016,6,1,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,16536,,,,5596892,,44159335,,,0
H4,2016,2016,2016,6,1,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,205,,,,130740,,1716616,,,2
H4,2016,2016,2016,6,1,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,600,,,,1354599,,5289454,,,2
H4,2016,2016,2016,6,1,1,Import,454,Malawi,MWI,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1081,,,,869017,,2115228,,,0
H4,2016,2016,2016,6,1,1,Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,951,,,,424473,,4062443,,,4
H4,2016,2016,2016,6,1,1,Import,462,Maldives,MDV,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,101,,,,107760,,1031321,,,4
H4,2016,2016,2016,6,1,1,Import,466,Mali,MLI,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,133,,,,137033,,1111883,,,2
H4,2016,2016,2016,6,1,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,3237,,,,3965298,,15603416,,,0
H4,2016,2016,2016,6,1,1,Import,480,Mauritius,MUS,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1593,,,,899217,,8419333,,,4
H4,2016,2016,2016,6,1,1,Import,484,Mexico,MEX,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",1,No Quantity,0,,,,,,55310986,,,0
H4,2016,2016,2016,6,1,1,Import,490,"Other Asia, nes",,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1656,,,,1616090,,20972168,,,6
H4,2016,2016,2016,6,1,1,Import,496,Mongolia,MNG,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,78,,,,72482,,161312,,,0
H4,2016,2016,2016,6,1,1,Import,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,356,,,,240739,,1845654,,,0
H4,2016,2016,2016,6,1,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,504,,,,506229,,3533986,,,0
H4,2016,2016,2016,6,1,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,3205,,,,3038528,,26783062,,,2
H4,2016,2016,2016,6,1,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,0,,,,583,,1570,,,2
H4,2016,2016,2016,6,1,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,454,,,,445602,,3795706,,,2
H4,2016,2016,2016,6,1,1,Import,524,Nepal,NPL,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,95643,,,,2175041,,20364805,,,4
H4,2016,2016,2016,6,1,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,164706,,,,116505339,,1450484298,,,6
H4,2016,2016,2016,6,1,1,Import,533,Aruba,ABW,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,125,,,,205091,,1107198,,,2
H4,2016,2016,2016,6,1,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,8714,,,,5021570,,47016725,,,4
H4,2016,2016,2016,6,1,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,2435,,,,3774439,,21449171,,,2
H4,2016,2016,2016,6,1,1,Import,562,Niger,NER,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,80,,,,478410,,710065,,,2
H4,2016,2016,2016,6,1,1,Import,566,Nigeria,NGA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,5574,,,,4866562,,46575724,,,6
H4,2016,2016,2016,6,1,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,11058,,,,5740156,,84767628,,,0
H4,2016,2016,2016,6,1,1,Import,585,Palau,PLW,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,91,,,,48549,,464637,,,4
H4,2016,2016,2016,6,1,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,590673,,,,42015292,,402109884,,,4
H4,2016,2016,2016,6,1,1,Import,591,Panama,PAN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,115,,,,80564,,957268,,,2
H4,2016,2016,2016,6,1,1,Import,600,Paraguay,PRY,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1977,,,,2709726,,17414316,,,2
H4,2016,2016,2016,6,1,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,41967,,,,20943147,,117086667,,,0
H4,2016,2016,2016,6,1,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,39835,,,,38956279,,299232231,,,0
H4,2016,2016,2016,6,1,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,30878,,,,39955028,,298781335,,,0
H4,2016,2016,2016,6,1,1,Import,634,Qatar,QAT,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,77680,,,,37547659,,684089852,,,2
H4,2016,2016,2016,6,1,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,6802,,,,6893319,,58537858,,,0
H4,2016,2016,2016,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,14782,,,,4974181,,36873363,,,0
H4,2016,2016,2016,6,1,1,Import,646,Rwanda,RWA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,40,,,,34933,,334330,,,6
H4,2016,2016,2016,6,1,1,Import,662,Saint Lucia,LCA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,17,,,,35626,,143137,,,2
H4,2016,2016,2016,6,1,1,Import,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,86041,,,,74799000,,757724413,,,2
H4,2016,2016,2016,6,1,1,Import,686,Senegal,SEN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,200,,,,578479,,1674221,,,2
H4,2016,2016,2016,6,1,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,956,,,,2322561,,7988715,,,2
H4,2016,2016,2016,6,1,1,Import,699,India,IND,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,89,,,,28394,,271744,,,4
H4,2016,2016,2016,6,1,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1072,,,,1525448,,14282698,,,4
H4,2016,2016,2016,6,1,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,8613,,,,7079324,,61796273,,,0
H4,2016,2016,2016,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,7925,,,,3254299,,30469846,,,4
H4,2016,2016,2016,6,1,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,12360,,,,12318394,,107324575,,,0
H4,2016,2016,2016,6,1,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,40378,,,,32574794,,311759028,,,4
H4,2016,2016,2016,6,1,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,2954,,,,849909,,1814520,,,0
H4,2016,2016,2016,6,1,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,68031,,,,68636676,,568460417,,,2
H4,2016,2016,2016,6,1,1,Import,748,Eswatini,SWZ,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,114,,,,130933,,1235201,,,0
H4,2016,2016,2016,6,1,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,28782,,,,24644227,,241510220,,,4
H4,2016,2016,2016,6,1,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,29439,,,,28566483,,312393499,,,2
H4,2016,2016,2016,6,1,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",1,No Quantity,0,,,,336348,,776380,,,2
H4,2016,2016,2016,6,1,1,Import,768,Togo,TGO,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,11,,,,18444,,98704,,,2
H4,2016,2016,2016,6,1,1,Import,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,18780,,,,10173777,,165386993,,,2
H4,2016,2016,2016,6,1,1,Import,788,Tunisia,TUN,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,7146,,,,7763278,,64422552,,,0
H4,2016,2016,2016,6,1,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,13576,,,,12819404,,112618026,,,0
H4,2016,2016,2016,6,1,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,70,,,,76740,,252856,,,0
H4,2016,2016,2016,6,1,1,Import,804,Ukraine,UKR,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,4119,,,,3139672,,21988561,,,0
H4,2016,2016,2016,6,1,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,870321,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1000cc",5,Number of items,1066,,,,714189,,3333894,,,0
